Kachchi, 164
Kadaru, 4
Kadiwéu, 4
Kadugli, 3
Kaera, 1
Kagayanen, 50
Kahua, 1
Kaiep, 2
Kaingang, 33
Kairiru, 4
Kaiwá, 6
Kaiy, 1
Kakabai, 2
Kakabe, 1
Kakanda, 2
Kaki Ae, 1
Kala, 2
Kala Lagaw Ya, 1
Kalabari, 1
Kalami, 40
Kalanga, 1
Kalasha, 488
Kalenjin, 3
Kalkatungu, 3
Kalmyk, 128
Kalo Finnish Romani, 117
Kaluli, 1
Kamakan, 2
Kamang, 1
Kamano, 1
Kamarian, 1
Kamasa, 2
Kamasau, 2
Kamassian, 2
Kamayurá, 7
Kamba, 117
Kambera, 193
Kami, 1
Kamkata-viri, 4
Kamta, 23
Kamula, 2
Kamwe, 1
Kanakanabu, 209
Kanamari, 6
Kandas, 1
Kangri, 1
Kaningdon-Nindem, 1
Kaninuwa, 2
Kankanaey, 56
Kannada, 1033
Kanowit, 1
Kanoé, 6
Kansa, 5
Kanufi, 2
Kanuri, 20
Kaonde, 3
Kap, 3
Kapampangan, 433
Kapauri, 1
Kapin, 1
Kapingamarangi, 10
Kaqchikel, 67
Kara (New Guinea), 2
Karachay-Balkar, 89
Karaga Mandaya, 1
Karaim, 9
Karajá, 13
Karakalpak, 38
Karakhanid, 116
Karamojong, 9
Karankawa, 1
Karao, 946
Karata, 2
Karawa, 2
Kare (New Guinea), 1
Karekare, 1
Karelian, 710
Karipúna Creole French, 12
Kariri, 1
Karitiâna, 8
Karkar-Yuri, 1
Karnai, 2
Karo Batak, 28
Karok, 8
Kasem, 1
Kashaya, 4
Kashmiri, 191
Kashubian, 643
Kaska, 2
Kaskihá, 3
Kassite, 5
Kassonke, 1
Kasua, 3
Katembri, 1
Kathlamet, 4
Kato, 4
Katukina, 1
Kaure, 1
Kaurna, 7
Kauwera, 1
Kavalan, 857
Kawacha, 1
Kawaiisu, 2
Kawishana, 2
Kawésqar, 2
Kaxararí, 1
Kaxuyana, 6
Kayabí, 2
Kayagar, 1
Kayan River Kayan, 1
Kayapa Kallahan, 52
Kayapó, 1
Kayardild, 2
Kayeli, 1
Kaytetye, 3
Kazakh, 3205
Kazukuru, 2
Keapara, 2
Kedah Malay, 34
Kedang, 3
Kein, 3
Kelabit, 8
Keley-I Kallahan, 30
Keliko, 1
Kelon, 1
Kemak, 1
Kemezung, 1
Kemi Sami, 1
Kemtuik, 1
Kendayan, 2
Kenga, 1
Keningau Murut, 1
Keoru-Ahia, 1
Kera, 1
Kereho, 1
Kerek, 20
Kerewo, 2
Kerinci, 2
Kermanic, 8
Kesawai, 3
Ket, 55
Kewa, 3
Khakas, 354
Khaling, 1
Khana, 1
Khanty, 48
Kharia, 1
Khasi, 10
Khazar, 2
Khengkha, 1
Khinalug, 8
Khitan, 9
Khmer, 7349
Khmu, 3
Khotanese, 1
Khowar, 66
Khvarshi, 2
Khwe, 2
Khün, 6
Kibena, 1
Kibiri, 1
Kichwa, 14
Kickapoo, 3
Kikai, 20
Kikuyu, 1243
Kildin Sami, 275
Kilit, 2
Kilivila, 30
Kiliwa, 6
Kilmeri, 1
Kimaragang, 22
Kimbundu, 2
Kinalakna, 1
Kinaray-a, 6
Kings River Yokuts, 5
Kinikinao, 3
Kinnauri, 1
Kiowa, 1
Kipchak, 3
Kiput, 14
Kir-Balar, 1
Kirfi, 1
Kirike, 3
Kirikiri, 4
Kirya-Konzel, 1
Kis, 2
Kisar, 1
Kistane, 2
Kitanemuk, 1
Kitsai, 1
Kituba, 3
Klallam, 63
Klamath-Modoc, 24
Klao, 1
Klias River Kadazan, 1
Klingon, 2462
Knaanic, 9
Koalib, 1
Koasati, 7
Kobol, 1
Kobon, 2
Kofyar, 1
Kohistani Shina, 3
Koho, 1
Koitabu, 3
Kok-Nar, 2
Kok-Paponk, 2
Kokborok, 13
Koko-Bera, 11
Kokoda, 2
Kokota, 5
Kolbila, 1
Kolom, 3
Koluwawa, 1
Kom (Cameroon), 62
Komba, 1
Kombio, 5
Komering, 5
Komi-Permyak, 296
Komi-Zyrian, 103
Komodo, 9
Komyandaret, 1
Konabéré, 1
Konda, 1
Kongo, 33
Konkani, 376
Konkomba, 1
Kono (Sierra Leone), 1
Konomala, 1
Konomihu, 1
Koorete, 1
Korak, 3
Korean, 33615
Koreguaje, 1
Korku, 1
Korlai Creole Portuguese, 2
Koro (India), 1
Koronadal Blaan, 1
Koroni, 1
Korowai, 1
Korwa, 1
Koryak, 68
Koshin, 2
Kosraean, 14
Kott, 113
Kou, 4
Kovai, 1
Kove, 3
Kowaki, 1
Kowiai, 2
Koyo, 1
Koyra Chiini, 3
Koyraboro Senni, 4
Koyukon, 4
Kpan, 1
Kpasam, 1
Kpee, 1
Kpelle, 1
Kresh, 2
Krio, 12
Kriol, 108
Krisa, 36
Kristang, 34
Krobu, 1
Krongo, 1
Krymchak, 2
Kryts, 1
Kua-nsi, 3
Kuamasi, 3
Kubo, 2
Kugbo, 1
Kui (India), 4
Kuikúro, 2
Kuku-Thaypan, 5
Kuku-Uwanh, 1
Kuku-Yalanji, 1
Kulere, 1
Kulisusu, 1
Kulon-Pazeh, 8
Kumak, 9
Kuman, 2
Kumaoni, 1
Kumarbhag Paharia, 2
Kumukio, 1
Kumyk, 144
Kumzari, 1
Kuna, 7
Kunama, 1
Kunigami, 125
Kunjen, 7
Kupa, 1
Kuranko, 1
Kurdish, 2251
Kuri, 1
Kuria, 1
Kurnai, 2
Kurtjar, 4
Kurtop, 10
Kurudu, 2
Kurukh, 2
Kustenau, 2
Kusunda, 1
Kutenai, 4
Kuuk Thaayorre, 1
Kuvi, 2
Kuy, 1
Kven, 13
Kw'adza, 2
Kwadi, 1
Kwaio, 3
Kwak'wala, 6
Kwalhioqua-Tlatskanai, 2
Kwang, 1
Kwangali, 2
Kwanja, 1
Kwanka, 1
Kwanyama, 18
Kwaya, 1
Kwaza, 14
Kwerba, 3
Kwini, 2
Kwoma, 2
Kyenga, 1
Kyrgyz, 468
Kâte, 1
Kómnzo, 3
Laal, 1
Label, 2
Labu, 1
Labuk-Kinabatangan Kadazan, 1
Lacandon, 3
Lachixío Zapotec, 1
Ladakhi, 1
Ladin, 1704
Ladino, 1444
Lafofa, 2
Lagwan, 1
Laha (Vietnam), 1
Lahu, 8
Lai, 1
Lak, 16
Lakalei, 2
Lake Miwok, 12
Laki, 46
Lakkia, 2
Lakota, 138
Lala, 2
Lama Bai, 2
Lamaholot, 3
Lamang, 1
Lamba, 3
Lambadi, 2
Lamboya, 145
Lamet, 1
Lamma, 2
Lampung Api, 12
Langnian Buyang, 1
Lango (Uganda), 1
Lao, 1896
Lapaguía-Guivini Zapotec, 1
Lapine, 44
Lardil, 2
Lari, 1
Larike-Wakasihu, 5
Laru, 1
Lashi, 355
Latgalian, 152
Latin, 73775
Latundê, 1
Latvian, 12453
Lau, 2
Lauje, 1
Laurentian, 2
Lavatbura-Lamusong, 1
Laven, 1
Lavukaleve, 14
Lawangan, 2
Lawi, 9
Laz, 110
Ledo Kaili, 24
Leipon, 1
Lele (Chad), 1
Lele (Guinea), 1
Lemio, 1
Lemnian, 2
Lenakel, 7
Lendu, 2
Lengo, 2
Leonese, 263
Lepcha, 33
Lepontic, 10
Leti (Indonesia), 5
Lezgi, 72
Lhao Vo, 3
Li'o, 2
Libyan Arabic, 210
Lidepla, 3
Ligbi, 1
Ligurian, 1315
Likum, 1
Lillooet, 64
Limbu, 120
Limburgish, 612
Limilngan, 6
Limos Kalinga, 486
Lindu, 677
Lingala, 344
Lingao, 1
Lingombe, 1
Lingua Franca Nova, 151
Lipan, 1
Lishana Deni, 88
Lishanid Noshan, 1
Lishán Didán, 1
Lisu, 2
Lithuanian, 6347
Livonian, 779
Livvi, 218
Lizu, 2
Lo-Toga, 1
Logba, 1
Logo, 1
Logooli, 1
Lojban, 2378
Loko, 1
Loloda, 1
Lolopo, 1
Lombard, 127
Long Wat, 2
Longgu, 1
Longuda, 1
Loniu, 2
Lonwolwol, 1
Looma, 1
Lorrain, 5
Lote, 34
Lotud, 12
Lotuko, 1
Lou, 3
Louisiana Creole French, 56
Lovono, 9
Low German, 887
Lower Grand Valley Dani, 1
Lower Sorbian, 1564
Lower Tanana, 13
Loxicha Zapotec, 1
Lozi, 8
Luang, 2
Luba-Katanga, 1
Lubuagan Kalinga, 247
Ludian, 418
Luganda, 32
Lugbara, 1
Luguru, 1
Luhu, 1
Luhya, 35
Luiseño, 3
Lule, 4
Lule Sami, 1022
Lumun, 1
Lun Bawang, 22
Lunda, 3
Luo, 48
Luri (Nigeria), 1
Lushootseed, 10
Lusi, 3
Lusitanian, 6
Luvale, 2
Luwati, 2
Luwian, 71
Luwo, 1
Luxembourgish, 6828
Lycian, 36
Lydian, 42
Lü, 390
Ma Manda, 1
Ma'anyan, 1
Ma'di, 2
Ma'ya, 1
Maaka, 13
Maasai, 3
Maay, 3
Mabaan, 1
Macaguán, 2
Macanese, 19
Macedonian, 26018
Machame, 1
Machiguenga, 2
Macoris, 1
Macuna, 1
Macushi, 3
Mada (Nigeria), 3
Madak, 1
Madngele, 2
Madurese, 40
Mag-Anchi Ayta, 7
Mag-Indi Ayta, 3
Magadhi Prakrit, 5
Magdalena Peñasco Mixtec, 1
Magori, 1
Maguindanao, 122
Maharastri Prakrit, 182
Mahou, 3
Maia, 105
Mailu, 1
Mairasi, 1
Maithili, 81
Majang, 1
Mak (China), 1
Makah, 2
Makalero, 2
Makasae, 1
Makasar, 19
Makhuwa, 3
Makonde, 1
Maku'a, 1
Mala (New Guinea), 1
Malagasy, 3564
Malalamai, 1
Malalí, 4
Malango, 1
Malas, 2
Malasanga, 3
Malay, 5264
Malayalam, 385
Malaynon, 1
Male, 1
Malecite-Passamaquoddy, 8
Malibu, 1
Malila, 1
Malinaltepec Tlapanec, 1
Maltese, 2241
Malvi, 63
Maléku Jaíka, 6
Mam, 1
Mamaindé, 1
Mamanwa, 7
Mamasa, 2
Mambae, 2
Mamboru, 1
Mambwe-Lungu, 2
Mamluk-Kipchak, 1
Mampruli, 2
Mamuju, 2
Manado Malay, 1
Manam, 6
Manambu, 1
Manao, 1
Manchu, 467
Manda, 1
Mandahuaca, 1
Mandaic, 48
Mandan, 4
Mandar, 8
Mandara, 1
Mandarin, 6897
Mandinka, 86
Mandobo Atas, 1
Mandobo Bawah, 1
Mang, 1
Mangarayi, 2
Mangarevan, 14
Mangas, 1
Manggarai, 6
Mangghuer, 4
Manikion, 1
Manipa, 1
Manipuri, 16
Mankanya, 1
Mano, 1
Mansaka, 12
Mansi, 238
Manta, 1
Manx, 8366
Manza, 1
Maonan, 1
Maore Comorian, 42
Maori, 1227
Mapidian, 1
Mapos Buang, 1
Mapoyo, 1
Mapudungun, 1104
Mapun, 28
Maquiritari, 496
Mara Chin, 2
Maranao, 50
Maranungku, 3
Marathi, 1729
Maratino, 1
Marau, 2
Marawan, 1
Marba, 1
Margany, 1
Margi, 2
Maricopa, 60
Maridan, 2
Maridjabin, 1
Marik, 1
Marimanindji, 1
Maringarr, 1
Maroon Spirit Language, 2
Marriammu, 1
Marrithiyel, 2
Marrucinian, 5
Marshallese, 457
Marsian, 3
Marti Ke, 3
Martu Wangka, 2
Martuthunira, 119
Marwari, 30
Masaba, 2
Masakará, 3
Masalit, 1
Masbatenyo, 167
Masimasi, 2
Masiwang, 2
Maskelynes, 1
Massachusett, 13
Matagalpa, 1
Matal, 167
Matanawi, 1
Matbat, 1
Matengo, 1
Matepi, 1
Matigsalug Manobo, 60
Matlatzinca, 8
Mato, 6
Mato Grosso Arára, 7
Mator, 1
Matsés, 2
Matukar, 1
Matumbi, 1
Maung, 1
Mauritian Creole, 1033
Mauwake, 17
Mawak, 1
Mawan, 1
Mawayana, 1
Mawes, 1
Maxakalí, 11
Mayangna, 2
Maybrat, 2
Maykulan, 1
Maynas, 1
Mayo, 127
Mayoyao Ifugao, 5
Maypure, 2
Mazanderani, 125
Mazatlán Mazatec, 1
Mbabaram, 2
Mbandja, 1
Mbariman-Gudhinma, 1
Mbay, 2
Mbesa, 1
Mbre, 1
Mbu', 1
Mbudum, 1
Mbugu, 4
Mbuko, 2
Mbula, 2
Mbunda, 1
Mbyá Guaraní, 1
Mecayapan Nahuatl, 128
Medebur, 1
Media Lengua, 1
Mefele, 1
Megleno-Romanian, 51
Mehek, 2
Mehináku, 1
Mehri, 3
Mekeo, 1
Mekwei, 1
Mele-Fila, 1
Melo, 1
Memoni, 1
Mende, 4
Mengen, 3
Menien, 1
Menka, 1
Menominee, 26
Mentawai, 6
Menya, 6
Meramera, 1
Merei, 2
Merey, 1
Meriam, 52
Meroitic, 11
Meru, 9
Mesaka, 1
Messapic, 2
Meta', 2
Mewari, 73
Meyah, 1
Mezquital Otomi, 123
Meänkieli, 33
Mfinu, 1
Mfumte, 3
Mi'kmaq, 150
Miami, 10
Mian, 2
Michif, 29
Michoacán Nahuatl, 6
Middle Armenian, 318
Middle Cornish, 1
Middle Dutch, 3265
Middle English, 27159
Middle French, 3656
Middle Gujarati, 3
Middle High German, 135
Middle Irish, 293
Middle Japanese, 17
Middle Korean, 10
Middle Low German, 255
Middle Median, 1
Middle Mongolian, 7
Middle Norwegian, 6
Middle Persian, 291
Middle Scots, 3
Middle Vietnamese, 46
Middle Watut, 1
Middle Welsh, 140
Midob, 6
Migaama, 1
Miji, 2
Miju, 1
Mikasuki, 1
Milang, 1
Millcayac, 2
Mimi of Decorse, 1
Mimi of Nachtigal, 1
Min Nan, 628
Mina, 2
Minangkabau, 74
Minanibai, 1
Minaveha, 1
Mindiri, 2
Mingrelian, 182
Minica Huitoto, 1
Minidien, 1
Minigir, 1
Minoan, 50
Mirandese, 452
Misantla Totonac, 2
Miship, 1
Misima-Paneati, 3
Mising, 1
Miskito, 36
Mitla Zapotec, 2
Mixed Great Andamanese, 5
Mixifore, 1
Mixtepec Zapotec, 1
Miya, 1
Miyako, 165
Mizo, 52
Mlap, 1
Mmani, 3
Mmen, 2
Mo, 3
Moabite, 22
Mobilian, 2
Mocana, 1
Mochica, 4
Mocho, 1
Modang, 2
Modole, 1
Moere, 2
Mofu-Gudur, 1
Mogholi, 1
Mohawk, 37
Mohegan-Pequot, 39
Moikodi, 2
Mojave, 3
Mokpwe, 12
Moksha, 518
Molbog, 1
Molima, 1
Molise Croatian, 77
Molmo One, 1
Molo, 1
Moloko, 2
Moma, 1
Mon, 235
Mondé, 2
Mongghul, 23
Mongo, 1
Mongolian, 4466
Mongondow, 6
Montagnais, 5
Montana Salish, 11
Montol, 1
Monumbo, 1
Moore, 2
Moose Cree, 2
Mopan Maya, 70
Moran, 1
Morelos Nahuatl, 42
Mori Atas, 2
Mori Bawah, 26
Morigi, 1
Moro, 1
Moroccan Amazigh, 2
Moroccan Arabic, 96
Morom, 1
Moronene, 6
Mortlockese, 1
Moru, 1
Mosimo, 1
Mota, 1
Motu, 10
Mouk-Aria, 1
Mountain Koiari, 5
Movima, 6
Mozarabic, 49
Mpade, 1
Mpotovoro, 1
Mpuono, 1
Mpur, 1
Muak Sa-aak, 138
Mualang, 1
Mubami, 3
Mubi, 1
Mucuchí, 1
Mudburra, 7
Muduapa, 7
Muellama, 1
Muher, 3
Muinane, 2
Mulam, 10
Mum, 1
Muna, 3
Mundabli, 1
Mundani, 1
Mundari, 4
Mundat, 1
Mundolinco, 11
Mundurukú, 10
Mungaka, 1
Mungbam, 1
Munggui, 3
Mungkip, 1
Munit, 2
Munji, 2
Munsee, 35
Muong, 46
Mur Pano, 1
Muratayak, 2
Murik (New Guinea), 1
Murrinh-Patha, 13
Murui Huitoto, 2
Murupi, 1
Muruwari, 2
Musar, 1
Musgu, 2
Musi, 1
Musom, 1
Mussau-Emira, 4
Muya, 2
Muyang, 2
Muyuw, 4
Muzo, 5
Mwaghavul, 1
Mwan, 1
Mwani, 120
Mwotlap, 3
Mycenaean Greek, 272
Mòcheno, 95
Mündü, 2
N'Ko, 13
Na, 1
Naba, 1
Nabak, 1
Nabi, 2
Nadugannada, 4
Nadëb, 1
Nafaanra, 9
Nafi, 1
Naga Pidgin, 2
Nage, 1
Nagtipunan Agta, 1
Najdi Arabic, 12
Nakame, 2
Nakanai, 3
Nake, 1
Naki, 1
Nalca, 32
Nali, 2
Nalik, 6
Nama, 34
Namakura, 1
Nambikwara, 2
Namia, 2
Namuyi, 1
Nanai, 197
Nande, 1
Nandi, 3
Nanticoke, 1
Nar Phu, 1
Narragansett, 2
Narungga, 2
Nasioi, 2
Naskapi, 1
Natchez, 1
Natú, 1
Nauete, 1
Naukanski, 1
Nauna, 3
Nauruan, 133
Navajo, 5935
Navarro-Aragonese, 4
Nawaru, 3
Naxi, 5
Nayi, 1
Ncane, 2
Ndali, 1
Nde-Nsele-Nta, 1
Ndjébbana, 1
Ndo, 1
Ndoe, 2
Ndom, 1
Ndonga, 6
Neapolitan, 973
Nedebang, 1
Nefusa, 1
Negerhollands, 3
Negidal, 54
Nehan, 3
Nek, 1
Nekgini, 2
Neko, 2
Nemi, 1
Nen, 3
Nend, 2
Nengone, 4
Neo, 13
Nepali, 1035
Neverver, 4
Newar, 426
Nez Perce, 24
Ngaanyatjarra, 5
Ngadha, 2
Ngaing, 2
Ngaju, 20
Ngalakan, 1
Ngalum, 1
Ngam, 28
Ngamambo, 1
Ngamo, 1
Ngan'gityemerri, 2
Nganasan, 84
Ngandi, 1
Ngarinyin, 1
Ngarluma, 2
Ngarrindjeri, 164
Ngas, 2
Ngawun, 2
Ngazidja Comorian, 29
Ngbaka, 1
Ngbaka Ma'bo, 1
Ngbaka Manza, 1
Ngie, 2
Ngiemboon, 3
Ngiyambaa, 39
Ngizim, 1
Ngomba, 1
Ngoshie, 1
Ngwo, 2
Nhanda, 2
Nhengatu, 2
Nias, 39
Nicola, 1
Nigerian Pidgin, 72
Nihali, 64
Nii, 2
Nilamba, 1
Nimadi, 6
Nimboran, 1
Nimoa, 2
Ninggerum, 1
Ningil, 2
Ninzo, 1
Nisenan, 2
Nisga'a, 1
Niuafo'ou, 2
Niuatoputapu, 8
Niuean, 83
Nivkh, 134
Niwer Mil, 1
Njen, 1
Nkari, 1
Nkem-Nkum, 1
Nkoroo, 1
Nnam, 1
Nobiin, 1
Nobonob, 1
Nogai, 49
Nomatsiguenga, 2
Nomlaki, 1
Nonuya, 1
Noon, 2
Noone, 161
Nootka, 11
Noric, 1
Norman, 8325
Norn, 146
North Ambrym, 1
North Efate, 1
North Frisian, 598
North Giziga, 1
North Levantine Arabic, 143
North Marquesan, 2
North Mesopotamian Arabic, 2
North Muyu, 8
North Tairora, 1
North Wahgi, 7
North Watut, 1
Northeast Kiwai, 3
Northeast Maidu, 3
Northeast Pashayi, 1
Northern Alta, 1
Northern Altai, 4
Northern Amami-Oshima, 18
Northern Bai, 2
Northern Catanduanes Bicolano, 89
Northern Dagara, 2
Northern East Cree, 85
Northern Emberá, 1
Northern Haida, 2
Northern Kankanay, 3
Northern Khmer, 2
Northern Kurdish, 91
Northern Luri, 1
Northern Ndebele, 336
Northern Oaxaca Nahuatl, 1
Northern Ohlone, 142
Northern Paiute, 86
Northern Puebla Nahuatl, 62
Northern Pumi, 1
Northern Roglai, 2
Northern Sami, 4894
Northern Sierra Miwok, 2
Northern Sotho, 225
Northern Tarahumara, 3
Northern Tepehuan, 57
Northern Thai, 98
Northern Tujia, 3
Northern Valley Yokuts, 7
Northern Yukaghir, 61
Northwest Gbaya, 1
Norwegian, 1772
Norwegian Bokmål, 23879
Norwegian Nynorsk, 18538
Notsi, 1
Nottoway, 3
Novial, 593
Nsari, 1
Ntcham, 1
Nubi, 6
Nuer, 2
Nuguria, 1
Nuk, 1
Nukak Makú, 1
Nukuoro, 4
Numana, 1
Numanggang, 1
Numbami, 1
Nung, 1
Nunggubuyu, 1
Nungon, 2
Nupe, 4
Nusu, 1
Nutabe, 1
Nyah Kur, 1
Nyakyusa, 4
Nyamwanga, 1
Nyamwezi, 4
Nyangbo, 1
Nyankole, 12
Nyaturu, 1
Nyawaygi, 3
Nyenkha, 2
Nyiha, 1
Nyimang, 2
Nyindrou, 1
Nyishi, 39
Nyoro, 1
Nyulnyul, 1
Nyunga, 62
Nyâlayu, 4
Nzadi, 233
Nzanyi, 1
Nzima, 1
Nüpode Huitoto, 1
Nǀuu, 1
O'odham, 104
Obispeño, 1
Obokuitai, 8
Obolo, 1
Ocaina, 2
Occitan, 2446
Ocotlán Zapotec, 1
Odual, 1
Ogbah, 1
Ogbia, 1
Ogbronuagum, 2
Ogea, 1
Oirata, 1
Ojibwe, 565
Okanagan, 85
Oki-No-Erabu, 26
Okinawan, 593
Okobo, 1
Okodia, 1
Okolod, 1
Oksapmin, 1
Okwanuchu, 1
Old Anatolian Turkish, 13
Old Armenian, 9304
Old Assamese, 86
Old Breton, 2
Old Catalan, 4
Old Church Slavonic, 2940
Old Czech, 2
Old Danish, 110
Old Dutch, 883
Old East Slavic, 177
Old English, 10658
Old French, 6779
Old Frisian, 373
Old Georgian, 460
Old Gujarati, 417
Old High German, 1914
Old Hindi, 30
Old Irish, 3306
Old Japanese, 296
Old Javanese, 210
Old Khmer, 2
Old Korean, 1
Old Latin, 30
Old Leonese, 5
Old Lithuanian, 3
Old Marathi, 113
Old Median, 33
Old Norse, 3876
Old Novgorodian, 41
Old Nubian, 65
Old Occitan, 553
Old Persian, 290
Old Polish, 332
Old Portuguese, 537
Old Prussian, 268
Old Saxon, 2150
Old South Arabian, 128
Old Spanish, 304
Old Swedish, 1056
Old Tamil, 106
Old Tati, 2
Old Tupi, 277
Old Turkic, 156
Old Uyghur, 26
Old Welsh, 24
Olekha, 18
Olo, 2
Oluta Popoluca, 19
Omagua, 1
Omaha-Ponca, 4
Omba, 1
Omi, 1
Ongota, 6
Onin, 1
Onobasulu, 2
Ontong Java, 7
Opao, 1
Opón, 1
Orejón, 4
Oriya, 234
Orizaba Nahuatl, 1
Ormuri, 2
Oro, 2
Oroch, 19
Oroha, 1
Orok, 79
Orokolo, 1
Oromo, 26
Oroqen, 472
Oruma, 1
Orya, 1
Osage, 8
Osatu, 1
Oscan, 30
Ossetian, 415
Ot Danum, 2
Otomaco, 6
Ottawa, 1
Ottoman Turkish, 1939
Owa, 2
Oyda, 1
Ozolotepec Zapotec, 1
Pa, 1
Pa'a, 1
Pa'o Karen, 89
Paama, 2
Pacoh, 3
Padoe, 6
Paelignian, 1
Paeonian, 3
Pagu, 1
Pahanan Agta, 1
Pahi, 2
Pai-lang, 1
Paicî, 1
Paikoneka, 1
Paite, 3
Paiwan, 14
Pakanha, 1
Pal, 1
Palauan, 151
Palawan Batak, 6
Palenquero, 12
Palewyami, 2
Pali, 4008
Palikur, 5
Palor, 1
Palta, 1
Palu'e, 10
Pamigua, 1
Pamlico, 1
Pamona, 5
Pamosu, 3
Pamplona Atta, 3
Pana (Central Africa), 1
Panamint, 1
Panare, 3
Pande, 1
Pangasinan, 61
Pangseng, 1
Pangutaran Sama, 72
Pangwa, 1
Panim, 3
Pankararú, 1
Panyjima, 17
Panzaleo, 3
Papantla Totonac, 12
Papapana, 4
Papar, 1
Papiamentu, 962
Papora, 2
Papuan Gimi, 1
Papuma, 2
Paraguayan Guaraní, 38
Paratió, 2
Parawen, 1
Pare, 4
Pareci, 3
Parthian, 40
Parya, 2
Pará Arára, 12
Pashto, 1313
Pass Valley Yali, 18
Patagón, 1
Patpatar, 3
Pattani, 1
Pattani Malay, 18
Patwin, 1
Paulohi, 2
Paumarí, 15
Paunaca, 1
Pawaia, 1
Pawnee, 15
Payaguá, 1
Peere, 1
Pela, 1
Pele-Ata, 4
Pemon, 2
Penchal, 2
Pendau, 1
Pennsylvania German, 1889
Penobscot, 18
Penrhyn, 1
Perema, 1
Pericú, 1
Pero, 2
Persian, 14804
Petats, 2
Peñoles Mixtec, 2
Phake, 1
Phalura, 1
Phoenician, 147
Phola, 1
Phom, 1
Phrygian, 23
Phuthi, 1012
Phuza, 1
Piamatsina, 1
Piapoco, 2
Piaroa, 2
Picard, 149
Pichinglis, 1
Pictish, 11
Picuris, 1
Piedmontese, 416
Pijao, 2
Pije, 1
Pijin, 65
Pilagá, 2
Pileni, 4
Pima Bajo, 3
Pimbwe, 1
Pintiini, 1
Pinyin, 1
Pipil, 280
Pirahã, 29
Pitcairn-Norfolk, 31
Pite Sami, 456
Pitjantjatjara, 436
Pitta-Pitta, 2
Plains Apache, 1
Plains Cree, 30
Plains Miwok, 2
Plautdietsch, 840
Pochutec, 51
Podoko, 3
Pohnpeian, 177
Poitevin-Saintongeais, 4
Polabian, 189
Polish, 53782
Pom, 1
Ponosakan, 1
Pontic Greek, 11
Portuguese, 70716
Potawatomi, 16
Pouye, 1
Powhatan, 2
Prasuni, 2
Primitive Irish, 24
Principense, 8
Proto-Afro-Asiatic, 2
Proto-Albanian, 99
Proto-Algic, 36
Proto-Algonquian, 164
Proto-Anatolian, 28
Proto-Arawak, 40
Proto-Atayalic, 8
Proto-Athabaskan, 8
Proto-Atlantic-Congo, 1
Proto-Austronesian, 163
Proto-Bahnaric, 24
Proto-Balto-Slavic, 214
Proto-Bantu, 299
Proto-Basque, 151
Proto-Berber, 1
Proto-Brythonic, 596
Proto-Bungku-Tolaki, 5
Proto-Celtic, 811
Proto-Central New South Wales, 16
Proto-Central-Eastern Malayo-Polynesian, 14
Proto-Chadic, 95
Proto-Chamic, 3
Proto-Chatino, 47
Proto-Chukotko-Kamchatkan, 18
Proto-Dardic, 1
Proto-Dravidian, 45
Proto-Eastern Malayo-Polynesian, 13
Proto-Eastern Polynesian, 3
Proto-Eskimo, 2
Proto-Finnic, 1034
Proto-Georgian-Zan, 14
Proto-Germanic, 6070
Proto-Halmahera-Cenderawasih, 4
Proto-Hellenic, 143
Proto-Hmong-Mien, 1
Proto-Indo-Aryan, 35
Proto-Indo-European, 1650
Proto-Indo-Iranian, 655
Proto-Inuit, 16
Proto-Iranian, 222
Proto-Italic, 397
Proto-Japonic, 172
Proto-Karen, 1
Proto-Kartvelian, 32
Proto-Lampungic, 2
Proto-Lezghian, 1
Proto-Loloish, 1
Proto-Malayic, 126
Proto-Malayo-Chamic, 10
Proto-Malayo-Polynesian, 221
Proto-Malayo-Sumbawan, 10
Proto-Mayan, 14
Proto-Mixe-Zoque, 15
Proto-Mon-Khmer, 98
Proto-Mongolic, 58
Proto-Nahuan, 38
Proto-Nakh, 4
Proto-Nawiki, 13
Proto-Nguni, 144
Proto-Norse, 49
Proto-North Caucasian, 2
Proto-North Sarawak, 3
Proto-Northeast Caucasian, 2
Proto-Nubian, 6
Proto-Nuclear Polynesian, 6
Proto-Numic, 1
Proto-Nuristani, 17
Proto-Nyulnyulan, 14
Proto-Oceanic, 14
Proto-Ossetic, 1
Proto-Oto-Manguean, 9
Proto-Oto-Pamean, 4
Proto-Otomi, 18
Proto-Otomian, 12
Proto-Pama-Nyungan, 2
Proto-Philippine, 12
Proto-Polynesian, 76
Proto-Pomo, 1
Proto-Rukai, 3
Proto-Ryukyuan, 141
Proto-Saka, 1
Proto-Saka-Wakhi, 5
Proto-Salish, 13
Proto-Samic, 1554
Proto-Samoyedic, 10
Proto-Sara, 1
Proto-Scythian, 5
Proto-Semitic, 230
Proto-Shughni-Roshani, 10
Proto-Shughni-Yazghulami-Munji, 10
Proto-Shughni-Yazgulami, 9
Proto-Sino-Tibetan, 253
Proto-Siouan, 6
Proto-Siouan-Catawban, 1
Proto-Slavic, 3347
Proto-Sogdic, 8
Proto-South Sulawesi, 3
Proto-Southwestern Tai, 1
Proto-Sunda-Sulawesi, 10
Proto-Ta-Arawak, 10
Proto-Tai, 22
Proto-Takic, 1
Proto-Tocharian, 17
Proto-Tungusic, 84
Proto-Tupian, 7
Proto-Turkic, 137
Proto-Ugric, 5
Proto-Uralic, 314
